Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::select,,,1.05,2.09,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::copy_,,,23.23,51.37,0,9.882,0,0
aclnnInplaceCopy,,,28.14,28.14,9.882,9.882,0,0
npu::_npu_dtype_cast,,,30.25,90.58,0,16.78,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
aclnnCast,,,53.51,53.51,16.78,16.78,0,0
aten::pow,,,45.18,81.14,0,19.182,0,0
aten::result_type,,,1.45,1.45,0,0,0,0
empty_tensor,,,4.85,4.85,0,0,0,0
aclnnPowTensorScalar,,,29.66,29.66,19.182,19.182,0,0
aten::mean,,,52.01,92.83,0,20.08,0,0
empty_tensor,,,3.3,3.3,0,0,0,0
aclnnMean,,,37.52,37.52,20.08,20.08,0,0
aten::add,,,33.89,87.14,0,5.462,0,0
empty_tensor,,,3.89,3.89,0,0,0,0
aten::item,,,1.36,2.65,0,0,0,0
aten::_local_scalar_dense,,,1.29,1.29,0,0,0,0
aclnnAdds,,,46.71,46.71,5.462,5.462,0,0
aten::rsqrt,,,22.8,63.9,0,5.72,0,0
empty_tensor,,,4.27,4.27,0,0,0,0
aclnnRsqrt,,,36.83,36.83,5.72,5.72,0,0
aten::mul,,,25.97,70.38,0,25.362,0,0
empty_tensor,,,5.12,5.12,0,0,0,0
aclnnMul,,,39.29,39.29,25.362,25.362,0,0
npu::_npu_dtype_cast,,,7.27,26.06,0,1.3,0,0
empty_tensor,,,3.86,3.86,0,0,0,0
aclnnCast,,,14.93,14.93,1.3,1.3,0,0
aten::mul,,,25.53,65.34,0,14.462,0,0
empty_tensor,,,3.86,3.86,0,0,0,0
aclnnMul,,,35.95,35.95,14.462,14.462,0,0
npu::_npu_dtype_cast,,,24.35,65.07,0,18.582,0,0
empty_tensor,,,4.59,4.59,0,0,0,0
aclnnCast,,,36.13,36.13,18.582,18.582,0,0
aten::sigmoid,,,21.5,68.52,0,18.182,0,0
empty_tensor,,,3.88,3.88,0,0,0,0
aclnnSigmoid,,,43.14,43.14,18.182,18.182,0,0
aten::mul,,,26.39,70.48,0,16.442,0,0
empty_tensor,,,4.62,4.62,0,0,0,0
aclnnMul,,,39.47,39.47,16.442,16.442,0,0
npu::_npu_dtype_cast,,,24.13,61.66,0,9.58,0,0
empty_tensor,,,4.76,4.76,0,0,0,0
aclnnCast,,,32.77,32.77,9.58,9.58,0,0
aten::reshape,,,3.39,7.23,0,0,0,0
aten::view,,,3.84,3.84,0,0,0,0
aten::reshape,,,0.98,2.12,0,0,0,0
aten::view,,,1.14,1.14,0,0,0,0
vllm::unquantized_gemm,,,15.75,227.22,0,86.428,0,86.428
aten::linear,,,3.22,211.47,0,86.428,0,86.428
aten::t,,,3.58,9.51,0,0,0,0
aten::transpose,,,2.57,5.93,0,0,0,0
aten::as_strided,,,3.36,3.36,0,0,0,0
aten::matmul,,,143.77,198.74,0,86.428,0,86.428
empty_tensor,,,5.45,5.45,0,0,0,0
aclnnMatmul,,,49.52,49.52,86.428,86.428,86.428,86.428
vllm::all_reduce,,,78.46,384.42,0,450.92599999999993,0,0
c10d::allreduce_,,,50.87,295.24,0,450.92599999999993,0,0
record_event,,,14.47,14.47,0.02,0.02,0,0
wait_event,,,7.92,7.92,0,0,0,0
HcclAllreduce,,,3.28,207.14,0,450.866,0,0
HcclAllreduce,,,203.86,203.86,450.866,450.866,0,0
record_event,,,9.34,9.34,0.02,0.02,0,0
record_event,,,5.5,5.5,0.02,0.02,0,0
wait_event,,,8.7,8.7,0,0,0,0
destroy_event,,,2.02,2.02,0,0,0,0
vllm::maybe_chunk_residual,,,9.92,9.92,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,26.62,83.41,0,108.39,0,0
aten::empty,,,2.33,16.61,0,0,0,0
empty_tensor,,,14.28,14.28,0,0,0,0
aten::empty,,,3.75,8.24,0,0,0,0
empty_tensor,,,4.49,4.49,0,0,0,0
aten::empty,,,0.65,2.88,0,0,0,0
empty_tensor,,,2.23,2.23,0,0,0,0
aten::empty,,,0.87,4.27,0,0,0,0
empty_tensor,,,3.4,3.4,0,0,0,0
aclnnAddRmsNormBias,,,24.79,24.79,108.39,108.39,0,0
aten::reshape,,,2.91,6.41,0,0,0,0
aten::view,,,3.5,3.5,0,0,0,0
npu::_npu_dtype_cast,,,37.89,116.9,0,17.522,0,0
empty_tensor,,,3.88,3.88,0,0,0,0
aclnnCast,,,75.13,75.13,17.522,17.522,0,0
aten::t,,,4.33,10.05,0,0,0,0
aten::transpose,,,2.45,5.72,0,0,0,0
aten::as_strided,,,3.27,3.27,0,0,0,0
aten::mm,,,54.13,110.67,0,134.832,0,134.832
empty_tensor,,,6.22,6.22,0,0,0,0
aclnnMm,,,50.32,50.32,134.832,134.832,134.832,134.832
npu::_npu_dtype_cast,,,25.72,71.01,0,4.56,0,0
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnCast,,,39.3,39.3,4.56,4.56,0,0
aten::alias,,,2.53,2.53,0,0,0,0
vllm::moe_forward_shared,,,1453.16,5774.19,0,9340.896000000015,0,94.968
aten::add,,,10.97,25.7,0,0,0,0
aten::to,,,2.24,14.73,0,0,0,0
aten::_to_copy,,,3.28,12.49,0,0,0,0
aten::empty_strided,,,1.83,1.83,0,0,0,0
aten::copy_,,,7.38,7.38,0,0,0,0
aten::sub,,,3.56,8.16,0,0,0,0
aten::to,,,0.4,4.6,0,0,0,0
aten::_to_copy,,,1.07,4.2,0,0,0,0
aten::empty_strided,,,1.07,1.07,0,0,0,0
aten::copy_,,,2.06,2.06,0,0,0,0
aten::floor_divide,,,4.65,9.23,0,0,0,0
aten::to,,,0.41,3.48,0,0,0,0
aten::_to_copy,,,1.02,3.07,0,0,0,0
aten::empty_strided,,,0.91,0.91,0,0,0,0
aten::copy_,,,1.14,1.14,0,0,0,0
aten::empty,,,1.1,1.1,0,0,0,0
aten::repeat_interleave,,,4.61,18.44,0,0,0,0
aten::flatten,,,1.1,1.1,0,0,0,0
aten::unsqueeze,,,1.51,2.91,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
aten::expand,,,0.96,1.3,0,0,0,0
aten::as_strided,,,0.34,0.34,0,0,0,0
aten::clone,,,1.27,6.13,0,0,0,0
aten::empty_like,,,1.55,2.39,0,0,0,0
aten::empty,,,0.84,0.84,0,0,0,0
aten::copy_,,,2.47,2.47,0,0,0,0
aten::flatten,,,1.21,2.39,0,0,0,0
aten::view,,,1.18,1.18,0,0,0,0
aten::resolve_conj,,,0.4,0.4,0,0,0,0
aten::resolve_neg,,,0.28,0.28,0,0,0,0
Event::record,,,51.29,68.46,0,0.02,0,0
record_event,,,17.17,17.17,0.02,0.02,0,0
aten::tensor_split,,,4.06,13.51,0,0,0,0
aten::slice,,,2.93,6.4,0,0,0,0
aten::as_strided,,,3.47,3.47,0,0,0,0
aten::slice,,,0.56,1.2,0,0,0,0
aten::as_strided,,,0.64,0.64,0,0,0,0
aten::slice,,,0.43,0.9,0,0,0,0
aten::as_strided,,,0.47,0.47,0,0,0,0
aten::slice,,,0.42,0.95,0,0,0,0
aten::as_strided,,,0.53,0.53,0,0,0,0
aten::tensor_split,,,2.19,7.95,0,0,0,0
aten::slice,,,0.64,1.53,0,0,0,0
aten::as_strided,,,0.89,0.89,0,0,0,0
aten::slice,,,0.52,1.77,0,0,0,0
aten::as_strided,,,1.25,1.25,0,0,0,0
aten::slice,,,0.43,0.87,0,0,0,0
aten::as_strided,,,0.44,0.44,0,0,0,0
aten::slice,,,0.42,1.59,0,0,0,0
aten::as_strided,,,1.17,1.17,0,0,0,0
_C_ascend::moe_gating_top_k,,,28.82,79.83,0,62.948,0,0
aten::empty,,,1.66,9.68,0,0,0,0
empty_tensor,,,8.02,8.02,0,0,0,0
aten::empty,,,0.63,2.63,0,0,0,0
empty_tensor,,,2.0,2.0,0,0,0,0
aten::empty,,,0.53,5.91,0,0,0,0
empty_tensor,,,5.38,5.38,0,0,0,0
aten::empty,,,1.64,6.13,0,0,0,0
empty_tensor,,,4.49,4.49,0,0,0,0
aclnnMoeGatingTopK,,,26.66,26.66,62.948,62.948,0,0
aten::to,,,0.93,0.93,0,0,0,0
aten::to,,,0.56,0.56,0,0,0,0
Event::record,,,40.63,52.88,0,0.02,0,0
record_event,,,12.25,12.25,0.02,0.02,0,0
aten::view,,,2.78,2.78,0,0,0,0
aten::histc,,,74.97,134.22,0,34.544000000000004,0,0
empty_tensor,,,5.12,5.12,0,0,0,0
aclnnHistc,,,54.13,54.13,34.544000000000004,34.544000000000004,0,0
aten::reshape,,,0.96,3.05,0,0,0,0
aten::view,,,2.09,2.09,0,0,0,0
aten::sum,,,10.64,40.47,0,5.96,0,0
empty_tensor,,,4.27,4.27,0,0,0,0
aclnnReduceSum,,,25.56,25.56,5.96,5.96,0,0
aten::to,,,3.15,32.99,0,2.74,0,0
aten::_to_copy,,,3.5,29.84,0,2.74,0,0
aten::empty,,,7.7,7.7,0,0,0,0
aten::copy_,,,6.62,18.64,0,2.74,0,0
acl_memcpy_device_to_host,,,12.02,12.02,2.74,2.74,0,0
aten::detach,,,1.43,1.43,0,0,0,0
aten::to,,,0.41,0.41,0,0,0,0
aten::resolve_conj,,,0.35,0.35,0,0,0,0
aten::resolve_neg,,,0.95,0.95,0,0,0,0
aten::empty,,,1.27,4.45,0,0,0,0
empty_tensor,,,3.18,3.18,0,0,0,0
c10d::_allgather_base_,,,32.03,151.52,0,9.402,0,0
record_event,,,12.06,12.06,0.0,0.0,0,0
wait_event,,,7.39,7.39,0,0,0,0
HcclAllgatherBase,,,2.32,85.3,0,9.362,0,0
HcclAllGather,,,82.98,82.98,9.362,9.362,0,0
record_event,,,9.67,9.67,0.02,0.02,0,0
record_event,,,5.07,5.07,0.02,0.02,0,0
wait_event,,,6.45,6.45,0,0,0,0
destroy_event,,,2.02,2.02,0,0,0,0
aten::reshape,,,0.98,3.37,0,0,0,0
aten::view,,,2.39,2.39,0,0,0,0
aten::slice,,,2.67,4.89,0,0,0,0
aten::as_strided,,,2.22,2.22,0,0,0,0
aten::sum,,,15.16,61.15,0,7.98,0,0
empty_tensor,,,6.46,6.46,0,0,0,0
aclnnReduceSum,,,39.53,39.53,7.98,7.98,0,0
aten::to,,,2.27,26.6,0,2.82,0,0
aten::_to_copy,,,2.81,24.33,0,2.82,0,0
aten::empty,,,3.22,3.22,0,0,0,0
aten::copy_,,,6.29,18.3,0,2.82,0,0
acl_memcpy_device_to_host,,,12.01,12.01,2.82,2.82,0,0
aten::detach,,,2.04,2.04,0,0,0,0
aten::to,,,0.37,0.37,0,0,0,0
aten::resolve_conj,,,0.42,0.42,0,0,0,0
aten::resolve_neg,,,0.3,0.3,0,0,0,0
aten::sum,,,7.6,38.09,0,8.322,0,0
empty_tensor,,,2.69,2.69,0,0,0,0
aclnnReduceSum,,,27.8,27.8,8.322,8.322,0,0
aten::ravel,,,2.47,30.06,0,2.72,0,0
aten::contiguous,,,1.97,26.31,0,2.72,0,0
aten::clone,,,1.85,24.34,0,2.72,0,0
empty_tensor,,,2.28,2.28,0,0,0,0
aten::copy_,,,6.25,20.21,0,2.72,0,0
aclnnInplaceCopy,,,13.96,13.96,2.72,2.72,0,0
aten::view,,,1.28,1.28,0,0,0,0
aten::repeat_interleave,,,44.46,186.72,0,25.202,0,0
aten::sum,,,6.68,28.23,0,6.78,0,0
empty_tensor,,,3.72,3.72,0,0,0,0
aclnnReduceSum,,,17.83,17.83,6.78,6.78,0,0
aten::item,,,1.52,72.31,0,0,0,0
aten::_local_scalar_dense,,,70.79,70.79,0,0,0,0
empty_tensor,,,3.13,3.13,0,0,0,0
aclnnRepeatInterleave,,,38.59,38.59,18.422,18.422,0,0
npu::npu_moe_token_permute,,,25.74,61.39,0,78.208,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
empty_tensor,,,3.16,3.16,0,0,0,0
aclnnMoeTokenPermute,,,26.6,26.6,78.208,78.208,0,0
aten::new_empty,,,1.62,7.99,0,0,0,0
aten::empty,,,1.74,6.37,0,0,0,0
empty_tensor,,,4.63,4.63,0,0,0,0
c10d::alltoall_base_,,,37.44,202.09,0,1700.81,0,0
record_event,,,12.78,12.78,0.02,0.02,0,0
wait_event,,,7.7,7.7,0,0,0,0
HcclAlltoAllV,,,5.76,130.72,0,1700.75,0,0
HcclAlltoAllV,,,124.96,124.96,1700.75,1700.75,0,0
record_event,,,9.19,9.19,0.02,0.02,0,0
record_event,,,4.26,4.26,0.02,0.02,0,0
wait_event,,,8.81,8.81,0,0,0,0
npu::npu_moe_token_permute,,,76.14,113.17,0,855.366,0,0
empty_tensor,,,7.04,7.04,0,0,0,0
empty_tensor,,,2.58,2.58,0,0,0,0
aclnnMoeTokenPermute,,,27.41,27.41,855.366,855.366,0,0
destroy_event,,,3.43,3.43,0,0,0,0
npu::npu_grouped_matmul,,,363.01,432.12,0,1890.608,0,0
empty_tensor,,,5.63,5.63,0,0,0,0
npu::get_npu_format,,,1.17,1.17,0,0,0,0
aclnnGroupedMatmulV5,,,62.31,62.31,1890.608,1890.608,0,0
npu::npu_swiglu,,,53.11,81.36,0,258.206,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
aclnnSwiGlu,,,21.76,21.76,258.206,258.206,0,0
npu::npu_grouped_matmul,,,349.28,415.47,0,942.134,0,0
empty_tensor,,,4.83,4.83,0,0,0,0
npu::get_npu_format,,,1.11,1.11,0,0,0,0
aclnnGroupedMatmulV5,,,60.25,60.25,942.134,942.134,0,0
Event::record,,,48.09,69.82,0,0.02,0,0
record_event,,,21.73,21.73,0.02,0.02,0,0
npu::npu_moe_token_unpermute,,,67.32,101.26,0,583.138,0,0
empty_tensor,,,8.71,8.71,0,0,0,0
aclnnMoeTokenUnpermute,,,25.23,25.23,583.138,583.138,0,0
aten::new_empty,,,1.65,8.6,0,0,0,0
aten::empty,,,2.3,6.95,0,0,0,0
empty_tensor,,,4.65,4.65,0,0,0,0
c10d::alltoall_base_,,,38.96,205.88,0,1804.6399999999999,0,0
record_event,,,14.87,14.87,0.0,0.0,0,0
wait_event,,,8.14,8.14,0,0,0,0
HcclAlltoAllV,,,5.5,129.73,0,1804.6,0,0
HcclAlltoAllV,,,124.23,124.23,1804.6,1804.6,0,0
record_event,,,9.96,9.96,0.02,0.02,0,0
record_event,,,4.22,4.22,0.02,0.02,0,0
wait_event,,,7.38,7.38,0,0,0,0
aten::to,,,1.28,1.28,0,0,0,0
npu::npu_moe_token_unpermute,,,35.31,66.07,0,54.626,0,0
empty_tensor,,,6.86,6.86,0,0,0,0
aclnnMoeTokenUnpermute,,,23.9,23.9,54.626,54.626,0,0
aten::view,,,2.79,2.79,0,0,0,0
destroy_event,,,3.11,3.11,0,0,0,0
record_event,,,12.43,12.43,0.02,0.02,0,0
record_event,,,5.51,5.51,0.0,0.0,0,0
aten::empty,,,2.13,6.93,0,0,0,0
empty_tensor,,,4.8,4.8,0,0,0,0
aten::tensor_split,,,4.46,13.2,0,0,0,0
aten::slice,,,2.63,4.56,0,0,0,0
aten::as_strided,,,1.93,1.93,0,0,0,0
aten::slice,,,0.77,1.69,0,0,0,0
aten::as_strided,,,0.92,0.92,0,0,0,0
aten::slice,,,0.62,1.3,0,0,0,0
aten::as_strided,,,0.68,0.68,0,0,0,0
aten::slice,,,0.57,1.19,0,0,0,0
aten::as_strided,,,0.62,0.62,0,0,0,0
c10d::allgather_,,,110.62,640.57,0,445.56599999999975,0,0
aten::is_same_size,,,0.9,0.9,0,0,0,0
aten::is_same_size,,,0.28,0.28,0,0,0,0
aten::copy_,,,39.58,82.12,0,9.102,0,0
aclnnInplaceCopy,,,42.54,42.54,9.102,9.102,0,0
record_event,,,9.47,9.47,0.02,0.02,0,0
wait_event,,,7.41,7.41,0,0,0,0
HcclBroadcast,,,99.67,99.67,106.47,106.47,0,0
record_event,,,7.98,7.98,0.02,0.02,0,0
record_event,,,6.44,6.44,0.02,0.02,0,0
record_event,,,9.25,9.25,0.02,0.02,0,0
wait_event,,,6.12,6.12,0,0,0,0
HcclBroadcast,,,64.85,64.85,115.552,115.552,0,0
record_event,,,5.43,5.43,0.02,0.02,0,0
record_event,,,4.54,4.54,0.02,0.02,0,0
record_event,,,6.13,6.13,0.02,0.02,0,0
wait_event,,,5.71,5.71,0,0,0,0
HcclBroadcast,,,87.07,87.07,106.51,106.51,0,0
record_event,,,8.38,8.38,0.02,0.02,0,0
record_event,,,4.27,4.27,0.02,0.02,0,0
record_event,,,6.05,6.05,0.02,0.02,0,0
wait_event,,,9.56,9.56,0,0,0,0
HcclBroadcast,,,62.45,62.45,107.692,107.692,0,0
record_event,,,8.0,8.0,0.02,0.02,0,0
record_event,,,5.08,5.08,0.02,0.02,0,0
wait_event,,,6.51,6.51,0,0,0,0
wait_event,,,3.52,3.52,0,0,0,0
wait_event,,,3.39,3.39,0,0,0,0
wait_event,,,3.58,3.58,0,0,0,0
destroy_event,,,2.0,2.0,0,0,0,0
destroy_event,,,1.16,1.16,0,0,0,0
destroy_event,,,1.22,1.22,0,0,0,0
destroy_event,,,1.41,1.41,0,0,0,0
Event::wait,,,39.87,45.17,0,0,0,0
wait_event,,,5.3,5.3,0,0,0,0
Event::wait,,,21.73,24.57,0,0,0,0
wait_event,,,2.84,2.84,0,0,0,0
vllm::unquantized_gemm,,,15.12,174.37,0,62.386,0,62.386
aten::linear,,,3.6,159.25,0,62.386,0,62.386
aten::t,,,3.84,11.21,0,0,0,0
aten::transpose,,,2.57,7.37,0,0,0,0
aten::as_strided,,,4.8,4.8,0,0,0,0
aten::matmul,,,96.14,144.44,0,62.386,0,62.386
empty_tensor,,,8.91,8.91,0,0,0,0
aclnnMatmul,,,39.39,39.39,62.386,62.386,62.386,62.386
Event::wait,,,36.73,41.54,0,0,0,0
wait_event,,,4.81,4.81,0,0,0,0
npu::npu_swiglu,,,31.44,64.12,0,15.562,0,0
empty_tensor,,,8.75,8.75,0,0,0,0
aclnnSwiGlu,,,23.93,23.93,15.562,15.562,0,0
vllm::unquantized_gemm,,,14.02,154.7,0,32.582,0,32.582
aten::linear,,,3.38,140.68,0,32.582,0,32.582
aten::t,,,3.98,10.34,0,0,0,0
aten::transpose,,,2.58,6.36,0,0,0,0
aten::as_strided,,,3.78,3.78,0,0,0,0
aten::matmul,,,83.56,126.96,0,32.582,0,32.582
empty_tensor,,,4.95,4.95,0,0,0,0
aclnnMatmul,,,38.45,38.45,32.582,32.582,32.582,32.582
vllm::all_reduce,,,50.35,318.8,0,454.34599999999995,0,0
c10d::allreduce_,,,36.25,259.3,0,454.34599999999995,0,0
record_event,,,15.13,15.13,0.02,0.02,0,0
wait_event,,,7.96,7.96,0,0,0,0
HcclAllreduce,,,2.94,185.32,0,454.28599999999994,0,0
HcclAllreduce,,,182.38,182.38,454.28599999999994,454.28599999999994,0,0
record_event,,,8.85,8.85,0.02,0.02,0,0
record_event,,,5.79,5.79,0.02,0.02,0,0
wait_event,,,7.04,7.04,0,0,0,0
destroy_event,,,2.11,2.11,0,0,0,0
destroy_event,,,2.44,2.44,0,0,0,0
destroy_event,,,1.72,1.72,0,0,0,0
destroy_event,,,1.51,1.51,0,0,0,0
vllm::muls_add,,,141.27,174.52,0,38.584,0,0
aten::empty_like,,,4.63,12.25,0,0,0,0
empty_tensor,,,7.62,7.62,0,0,0,0
muls_add_kernel,,,21.0,21.0,38.584,38.584,0,0
vllm::maybe_all_reduce_tensor_model_parallel,,,13.91,13.91,0,0,0,0
vllm::maybe_chunk_residual,,,5.47,5.47,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,27.19,79.12,0,98.57,0,0
aten::empty,,,2.39,9.21,0,0,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
aten::empty,,,0.87,3.63,0,0,0,0
empty_tensor,,,2.76,2.76,0,0,0,0
aten::empty,,,0.88,3.84,0,0,0,0
empty_tensor,,,2.96,2.96,0,0,0,0
aten::empty,,,5.24,9.83,0,0,0,0
empty_tensor,,,4.59,4.59,0,0,0,0
aclnnAddRmsNormBias,,,25.42,25.42,98.57,98.57,0,0
aten::empty_like,,,4.7,7.97,0,0,0,0
empty_tensor,,,3.27,3.27,0,0,0,0
vllm::mla_forward,,,991.03,4138.79,0,1663.4680000000003,0,392.82199999999995
aten::empty,,,47.99,51.23,0,0,0,0
empty_tensor,,,3.24,3.24,0,0,0,0
vllm::unquantized_gemm,,,15.76,167.73,0,58.606,0,58.606
aten::linear,,,3.39,151.97,0,58.606,0,58.606
aten::t,,,3.58,9.37,0,0,0,0
aten::transpose,,,2.51,5.79,0,0,0,0
aten::as_strided,,,3.28,3.28,0,0,0,0
aten::matmul,,,95.83,139.21,0,58.606,0,58.606
empty_tensor,,,4.17,4.17,0,0,0,0
aclnnMatmul,,,39.21,39.21,58.606,58.606,58.606,58.606
vllm::maybe_all_gather_and_maybe_unpad,,,17.83,17.83,0,0,0,0
vllm::maybe_all_gather_and_maybe_unpad,,,5.39,5.39,0,0,0,0
aten::slice,,,2.86,5.53,0,0,0,0
aten::as_strided,,,2.67,2.67,0,0,0,0
vllm::unquantized_gemm,,,10.46,148.95,0,18.182,0,18.182
aten::linear,,,2.98,138.49,0,18.182,0,18.182
aten::t,,,3.47,8.22,0,0,0,0
aten::transpose,,,1.76,4.75,0,0,0,0
aten::as_strided,,,2.99,2.99,0,0,0,0
aten::matmul,,,84.88,127.29,0,18.182,0,18.182
empty_tensor,,,6.77,6.77,0,0,0,0
aclnnMatmul,,,35.64,35.64,18.182,18.182,18.182,18.182
aten::view,,,2.92,2.92,0,0,0,0
aten::split_with_sizes,,,3.27,6.12,0,0,0,0
aten::as_strided,,,2.06,2.06,0,0,0,0
aten::as_strided,,,0.79,0.79,0,0,0,0
aten::transpose,,,2.48,3.32,0,0,0,0
aten::as_strided,,,0.84,0.84,0,0,0,0
aten::bmm,,,16.53,77.51,0,13.182,0,7.862
empty_tensor,,,28.0,28.0,0,0,0,0
aclnnBatchMatMul,,,32.98,32.98,13.182,13.182,7.862,7.862
aten::transpose,,,1.15,2.23,0,0,0,0
aten::as_strided,,,1.08,1.08,0,0,0,0
aten::view,,,1.66,1.66,0,0,0,0
npu::npu_interleave_rope,,,70.78,147.97,0,9.36,0,0
empty_tensor,,,3.09,3.09,0,0,0,0
aclnnInterleaveRope,,,74.1,74.1,9.36,9.36,0,0
aten::view,,,2.32,2.32,0,0,0,0
aten::slice,,,5.31,7.49,0,0,0,0
aten::as_strided,,,2.18,2.18,0,0,0,0
aten::slice,,,0.8,1.7,0,0,0,0
aten::as_strided,,,0.9,0.9,0,0,0,0
aten::view,,,3.19,3.19,0,0,0,0
aten::to,,,1.91,34.07,0,1.72,0,0
npu::_npu_dtype_cast,,,9.0,32.16,0,1.72,0,0
empty_tensor,,,4.97,4.97,0,0,0,0
aclnnCast,,,18.19,18.19,1.72,1.72,0,0
npu::npu_kv_rmsnorm_rope_cache,,,59.1,93.87,0,6.18,0,0
empty_tensor,,,4.36,4.36,0,0,0,0
empty_tensor,,,2.69,2.69,0,0,0,0
aclnnKvRmsNormRopeCache,,,27.72,27.72,6.18,6.18,0,0
aten::slice,,,2.26,3.94,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::slice,,,0.68,1.41,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
vllm::unquantized_gemm,,,14.68,232.69,0,119.012,0,119.012
aten::linear,,,3.21,218.01,0,119.012,0,119.012
aten::t,,,3.15,8.21,0,0,0,0
aten::transpose,,,3.54,5.06,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::matmul,,,148.46,206.59,0,119.012,0,119.012
empty_tensor,,,7.6,7.6,0,0,0,0
aclnnMatmul,,,50.53,50.53,119.012,119.012,119.012,119.012
aten::view,,,2.99,2.99,0,0,0,0
aten::slice,,,2.4,4.52,0,0,0,0
aten::as_strided,,,2.12,2.12,0,0,0,0
aten::slice,,,1.55,2.34,0,0,0,0
aten::as_strided,,,0.79,0.79,0,0,0,0
aten::slice,,,3.09,4.13,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::view,,,1.24,1.24,0,0,0,0
npu::npu_interleave_rope,,,62.81,134.21,0,62.848,0,0
empty_tensor,,,5.97,5.97,0,0,0,0
aclnnInterleaveRope,,,65.43,65.43,62.848,62.848,0,0
aten::view,,,2.71,2.71,0,0,0,0
aten::view,,,1.2,1.2,0,0,0,0
aten::to,,,1.97,83.29,0,2.34,0,0
npu::_npu_dtype_cast,,,31.55,81.32,0,2.34,0,0
empty_tensor,,,5.66,5.66,0,0,0,0
aclnnCast,,,44.11,44.11,2.34,2.34,0,0
npu::npu_kv_rmsnorm_rope_cache,,,31.59,68.64,0,38.524,0,0
empty_tensor,,,5.52,5.52,0,0,0,0
empty_tensor,,,5.03,5.03,0,0,0,0
aclnnKvRmsNormRopeCache,,,26.5,26.5,38.524,38.524,0,0
vllm::unquantized_gemm,,,11.11,68.42,0,44.464,0,44.464
aten::linear,,,2.83,57.31,0,44.464,0,44.464
aten::t,,,3.44,9.59,0,0,0,0
aten::transpose,,,2.49,6.15,0,0,0,0
aten::as_strided,,,3.66,3.66,0,0,0,0
aten::matmul,,,15.21,44.89,0,44.464,0,44.464
empty_tensor,,,7.04,7.04,0,0,0,0
aclnnMatmul,,,22.64,22.64,44.464,44.464,44.464,44.464
aten::view,,,2.11,2.11,0,0,0,0
aten::split_with_sizes,,,2.71,4.99,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::as_strided,,,0.6,0.6,0,0,0,0
aten::view,,,1.26,1.26,0,0,0,0
aten::expand,,,1.38,2.88,0,0,0,0
aten::as_strided,,,1.5,1.5,0,0,0,0
aten::view,,,4.01,4.01,0,0,0,0
aten::view,,,1.76,1.76,0,0,0,0
aten::view,,,1.32,1.32,0,0,0,0
aten::contiguous,,,1.42,74.38,0,17.502,0,0
aten::clone,,,2.36,72.96,0,17.502,0,0
empty_tensor,,,3.58,3.58,0,0,0,0
aten::copy_,,,10.98,67.02,0,17.502,0,0
aclnnInplaceCopy,,,56.04,56.04,17.502,17.502,0,0
aten::view,,,1.32,1.32,0,0,0,0
npu::npu_fused_infer_attention_score_v2,,,56.98,125.62,0,74.268,0,0
empty_tensor,,,3.46,3.46,0,0,0,0
empty_tensor,,,2.14,2.14,0,0,0,0
empty_tensor,,,1.41,1.41,0,0,0,0
empty_tensor,,,1.12,1.12,0,0,0,0
aclnnFusedInferAttentionScoreV4,,,60.51,60.51,74.268,74.268,0,0
aten::view,,,2.83,2.83,0,0,0,0
npu::npu_transpose_batchmatmul,,,17.31,45.2,0,13.222,0,13.222
empty_tensor,,,3.95,3.95,0,0,0,0
aclnnTransposeBatchMatMul,,,23.94,23.94,13.222,13.222,13.222,13.222
aten::reshape,,,0.83,1.99,0,0,0,0
aten::view,,,1.16,1.16,0,0,0,0
aten::slice,,,2.28,3.63,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::copy_,,,28.25,48.22,0,1.06,0,0
aclnnInplaceCopy,,,19.97,19.97,1.06,1.06,0,0
aten::empty,,,1.95,6.5,0,0,0,0
empty_tensor,,,4.55,4.55,0,0,0,0
aten::empty,,,0.64,2.63,0,0,0,0
empty_tensor,,,1.99,1.99,0,0,0,0
npu::npu_fused_infer_attention_score,,,108.41,273.21,0,439.604,0,0
empty_tensor,,,3.97,3.97,0,0,0,0
empty_tensor,,,3.17,3.17,0,0,0,0
empty_tensor,,,1.91,1.91,0,0,0,0
empty_tensor,,,1.85,1.85,0,0,0,0
